55865,HALFORDS AUTOCENTRE,UNIT G,991 KINGSBURY ROAD,ERDINGTON,BIRMINGHAM,B24 9QP,_0121 377 7681,0,0,0,1,0,0
8016BJ,PARTRIDGE MOTORS LTD,UNIT 3 HUDSONS TRADING ESTATE,HUDSONS DRIVE,COTTERIDGE,BIRMINGHAM,B30 3BD,_0121 4333088,1,1,0,1,0,0
V107388,PALMERS PERFORMANCE CARS LIMITED,UNIT 10 SELECTA AVENUE,GREAT  BARR,,BIRMINGHAM,B44 9XA,_0121 360 2911,0,0,0,1,0,0
V104501,WITTON CAR CARE CENTRE LTD,318 WITTON ROAD,,ASTON,BIRMINGHAM,B6 6NZ,_01213287998,0,0,0,1,0,0
7245BY,ARNOLD CLARK,OLDBURY RINGWAY,OLDBURY,,OLDBURY,B69 2AR,_01215440990,0,0,0,1,0,0
0563B6,THE LODGE TYRE COMPANY LTD,UNIT 2,ADAMS STREET,NECHELLS,BIRMINGHAM,B7 4DH,_0121 3596556,0,0,0,1,1,1
55834,VAUXHALL ROAD SERVICE STATION,37 VAUXHALL ROAD,NECHELLS,,BIRMINGHAM,B7 4HQ,_01213595006,0,0,0,1,0,0
1AKZ08,ARNOLD CLARK,MILLENIUM PARK,NEW SWAN LANE,,WEST BROMWICH,B70 0NN,_01215241797,0,0,0,1,0,0
V100457,NATIONWIDE CAR AND COMMERCIAL LIMITED,93 UNION STREET,,,WEST BROMWICH,B70 6DG,_0121 580 2953,0,0,0,1,0,1
V101109,VANTAGE TOYOTA TAMWORTH,VENTURA PARK ROAD,,,TAMWORTH,B78 3LT,_01827 303300,0,0,0,1,0,0
1AKW64,CITY AUTO CENTRE LIMITED,1A ANTHONY ROAD,ALUM ROCK,,BIRMINGHAM,B8 3UA,_0121 3287600,0,0,0,1,0,0
S002225,DUDDESTON MOT CENTRE LTD,UNIT 5 VAUXHALL TRADING ESTATE,DOLLMAN STREET,,BIRMINGHAM,B8 4RA,_074508 99981,0,0,0,1,0,0
V103154,DASH MOTOR SERVICES LIMITED,UNIT 6 VICTORIA WORKS,BIRMINGHAM ROAD,,STUDLEY,B80 7AP,_01527 853585,0,0,0,1,0,0
V100904,SYTNER SOLIHULL,120 HIGHLANDS ROAD,SHIRLEY,,SOLIHULL,B90 4BW,_0121 733 3444,0,0,0,1,0,0
55286,HOLLANDS GARAGE,HOLLANDS CORNER,129/131 LODGE ROAD,KNOWLE,SOLIHULL,B93 0HH,_01564 772234,0,0,1,1,0,0
8435A4,CHORLEY NISSAN BURNLEY,WESTGATE,,,BURNLEY,BB11 1RZ,_01282434300,0,0,0,1,0,0
V103541,KWIK - FIT,CALDERVALE ROAD,,,BURNLEY,BB12 0EJ,_01282457918,0,0,0,1,0,0
V105081,STATION YARD AUTO SERVICES,UNIT 4 STATION YARD,COLNE ROAD,EARBY,BARNOLDSWICK,BB18 6XD,_01282 844990,0,0,0,1,0,0
V107926,BLACKBURN AUTOMOTIVE,UNIT 1,PEARSON STREET,,BLACKBURN,BB2 2EQ,_01254 678444,0,0,0,1,0,0
44023,GRANGE LANE GARAGE LIMITED,19 GRANGE LANE,ACCRINGTON,,BLACKBURN,BB5 1HX,_01254392425,0,0,0,1,0,0
V105305,FOREST STREET MOT CENTRE,UNIT 3 - 5,CANAL WORKS,FOREST STREET,NELSON,BB9 7PJ,_01282 690093,0,0,0,1,1,1
V103874,MDR MOTOR CO,135 JOWETT STREET,,,BRADFORD,BD01 2JX,_01274 403273,0,0,0,1,0,0
V104747,SUNBRIDGE AUTOS LIMITED,190 SUNBRIDGE ROAD,,,BRADFORD,BD1 2LE,_01274 722888,0,0,0,1,1,1
37709,Q1 MOT STATION,CROYDON STREET,QUEENSBURY,,BRADFORD,BD13 2QH,_01274883730,0,0,0,1,0,0
6970BL,SANDY LANE GARAGE,WILSDEN ROAD,,,BRADFORD,BD15 9AQ,_01274492424,0,0,0,1,0,0
1AKY68,TECHNIKAR,PEEL PARK DRIVE,OTLEY ROAD,,BRADFORD,BD2 4PT,_01274627440,0,0,0,1,0,0
8295AJ,SKIPTON FORD,AIREDALE BUSINESS CENTRE,KEIGHLEY ROAD,,SKIPTON,BD23 2UB,_01756 700700,0,0,0,1,0,0
V101084,JCT600 PEUGEOT BRADFORD,247 STICKER LANE,,,BRADFORD,BD4 8RT,_01274 657200,0,0,0,1,0,0
2336A3,AHF MOTORS,SPENCER ROAD,LIDGET GREEN,,BRADFORD,BD7 2JR,_01274573534,0,0,0,1,0,1
37635,SINCHRO MOTOR LIMITED,113 WHETLEY LANE,,,BRADFORD,BD8 9DH,_01274542550,0,0,0,1,0,0
5786BT,THORN MOTOR COMPANY,39A ROUNDTHORN PLACE,GIRLINGTON,,BRADFORD,BD8 9NE,_01274480138,0,0,0,1,0,0
1AMB28,RIDGEWAY BOURNEMOUTH,DURLEY HOUSE,LEYLAND ROAD,,POOLE,BH12 5HA,_01202 535535,0,0,0,1,0,0
V109854,PENTON POOLE,STERTE AVENUE WEST,,,POOLE,BH15 2BE,_01202 795845,0,0,0,1,0,0
S002494,SAM TYRES,185-189 EASTON ROAD,,,BRISTOL,BH5 0HQ,_01179 555513,0,0,0,1,0,0
1003B0,HALFORDS AUTOCENTRE,318 TO 324 HOLDENHURST ROAD,,,BOURNEMOUTH,BH8 8BD,_01202394991,0,0,0,1,0,0
V109612,NATIONAL TYRES & AUTOCARE,285 HOLDENHURST ROAD,,,BOURNEMOUTH,BH8 8BQ,_01202 394285,0,0,0,1,0,0
V103268,FORGE WINTON,7 DENMARK ROAD,WINTON,,BOURNEMOUTH,BH9 1PD,_01202 529707,1,1,0,1,1,1
40589,BRISTOL STREET MOTORS BOLTON FORD,54/56 HIGHER BRIDGE STREET,,,BOLTON,BL1 2HQ,_01204524474,0,0,0,1,0,1
S001829,FARNELL JAGUAR LAND ROVER BOLTON,HIGHER BRIDGE STREET,,BOLTON,LANCASHIRE,BL1 2HQ,_01204 557 500,0,0,0,1,0,0
V104218,DISTRICT GARAGE,UNIT C1,EDGEFOLD INDUSTRIAL ESTATE,PLODDER LANE,BOLTON,BL4 0LS,_01204 854670,0,0,0,1,1,1
V101925,R S AUTOS,UNIT 2,GLADSTONE ROAD,FARNWORTH,BOLTON,BL4 7EG,_01204 572812,0,0,0,1,0,0
V100320,KWIK-FIT,85 OLD SHOREHAM ROAD,,,HOVE,BN3 7BU,_01273777799,0,0,0,1,0,0
1AKV67,MOTSHOP,PRESTWICH HOUSE,NORTH STREET,,PORTSLADE,BN41 1EE,_01273416362,0,0,0,1,0,0
8740BA,CAFFYNS PLC,VICTORIA ROAD,,,PORTSLADE,BN41 1YD,_01273425600,0,0,0,1,0,0
91959,MERCEDES BENZ OF BRIGHTON,VICTORIA ROAD,PORTSLADE,,BRIGHTON,BN41 1YJ,_01273707070,0,0,0,1,0,0
85740,FROSTS OF SHOREHAM,69-75 BRIGHTON ROAD,,,SHOREHAM BY SEA,BN43 6RT,_01273 461411,0,0,0,1,0,0
3683B0,SETYRES FAST FIT CENTRE,HIGH STREET,,,HENFIELD,BN5 9DF,_01273 495667,0,0,0,1,0,0
S001153,A Wilkins Motor Engineers,Unit 2,North Industrial Estate,New Road,Newhaven,BN9 OHE,_01273 510314,0,0,0,1,0,0
V101231,STEPHEN JAMES BROMLEY,BICKLEY ROAD,,,BROMLEY,BR1 2NH,_020 8295 8500,0,0,0,1,0,0
5280AJ,NATIONAL TYRES & AUTOCARE,151 SEVENOAKS WAY,ST PAULS CRAY,,ORPINGTON,BR5 3TY,_01689833335,0,0,0,1,0,0
5630BL,ROBINS & DAY BRISTOL,CLARENCE ROAD,TEMPLE GATE,,BRISTOL,BS1 6PZ,_01179261200,0,0,0,1,0,1
5629B6,ROBINS & DAY BRISTOL,CLARENCE ROAD,TEMPLE GATE,,BRISTOL,BS1 6PZ,_01179261242,0,0,0,1,0,0
81516,SAMPSON COMMERCIALS LTD,79 PORTVIEW ROAD,AVONMOUTH,,BRISTOL,BS11 9JG,_01179821361,0,0,0,1,1,1
81971,KWIK FIT,UNIT 1,WORLE INDUSTRIAL ESTATE,"QUEENSWAY, WORLE",WESTON SUPER MARE,BS22 0BX,_01934514777,0,0,0,1,0,0
V105555,A D S AUTOMOTIVE LTD,UNIT 200 SOUTH LIBERTY LANE,ASHTON,,BRISTOL,BS3 2TW,_01179635999,0,0,0,1,0,0
9521A3,OILY'S ENGINEERING SERVICES,UNIT 11H,DEAN ROAD,YATE,BRISTOL,BS37 5NR,_01454325216,0,0,0,1,0,1
1ALO43,CITY MOTORS (BRISTOL),PIONEER PARK,WHITBY ROAD,BRISLINGTON,BRISTOL,BS4 3QL,_01179723030,0,0,0,1,1,1
4848BF,HERITAGE AUTOMOTIVE,WHITBY ROAD,BRISLINGTON,,BRISTOL,BS4 3QL,_01179765000,0,0,0,1,0,1
1ALQ54,EURO SERVICES LTD,234-236 BROOMHILL ROAD,BRISLINGTON,,BRISTOL,BS4 5RY,_01179715745,0,0,0,1,1,1
V109660,S W D VEATER & SON,"UNIT 6, THE OLD SAWMILL",CLEEVE HILL,UBLEY,BRISTOL,BS40 6PZ,_01761 463477,0,0,0,1,1,1
V107891,THOMPSON ACCIDENT REPAIR CENTRE LTD,STEPHENSON ROAD,DURRANHILL INDUSTRIAL ESTATE,,CARLISLE,CA1 3NS,_01228 546716,0,0,0,1,1,1
27349,CROSTHWAITE GARAGE,CROSTHWAITE ROAD,,,KESWICK,CA12 5PR,_01768772606,0,0,0,1,0,0
7275B6,PROTYRE WORKINGTON,CLAY FLATTS INDUSTRIAL ESTATE,,,WORKINGTON,CA14 2TD,_01900602240,0,0,0,1,0,0
V100490,MARYPORT CAR CENTRE,GLASSON INDUSTRIAL ESTATE,,,MARYPORT,CA15 8NX,_01900 816633,1,1,0,1,1,1
0504AL,NORTHWEST VEHICLE SERVICES,WESTMORLAND STREET,,,CARLISLE,CA2 5HJ,_01228590757,0,0,0,1,0,0
9102AB,DAVID HAYTON LTD,GREARSHILL ROAD,KINGSTOWN INDUSTRIAL ESTATE,,CARLISLE,CA3 0EW,_01228 522423,0,0,0,1,0,0
V102546,CHRIS WILSON VEHICLE REPAIRS,UNIT J,HEATHLANDS INDUSTRIAL ESTATE,KINGMOOR PARK,CARLISLE,CA6 4RE,_01228 674593,0,0,0,1,0,1
V110203,AUTOSTORE EUROPE LTD,ORCHARD FARM,FOWLMERE ROAD,FOXTON,CAMBRIDGE,CB22 6TA,_01223873007,0,0,0,1,0,0
69549,FORMULA ONE AUTOCENTRES LIMITED,164 - 180 HISTON ROAD,,,CAMBRIDGE,CB4 3JS,_01223 366733,0,0,0,1,0,0
S000596,JOHN BANKS HONDA CENTRE,19 MERCERS ROW,,,CAMBRIDGE,CB5 8BY,_01223 321997,1,1,0,1,1,1
V105928,CARDIFF MOT & REPAIR CENTRE,13 ARGYLE STREET,ELY,,CARDIFF,CF05 5NP,_02920 597118,0,0,0,1,1,1
2939B7,J & P AUTOS LIMITED,206A PENARTH RD,GRANGETOWN,,CARDIFF,CF11 7NN,_02920396758,0,0,0,1,0,0
75644,NATIONAL TYRES AND AUTOCARE,UNIT 5,TOLLGATE CLOSE,PENARTH RD,CARDIFF,CF11 7TN,_02920233783,0,0,0,1,0,0
V105628,IMPERIAL CARS OF SWANWICK LIMITED,232 PENARTH ROAD,,,CARDIFF,CF11 8LR,_07702686725,0,0,0,1,0,0
S002124,M & P SERVICE CENTRE CARDIFF,UNIT 2B,GLYNSTELL PARK,GLYNSTELL CLOSE,CARDIFF,CF11 8TR,_01792 224429,1,1,0,0,0,0
0951BG,RUMNEY TEST & SERVICE CENTRE LTD,UNIT 5 ALEXANDRA TRADING EST,WENTLOOG RD,RUMNEY,CARDIFF,CF3 8LP,_02920770806,0,0,0,1,0,1
8896BG,HALFORDS AUTOCENTRE,UNIT 3,HERONSTON PARK,,BRIDGEND,CF31 3LJ,_01656767842,0,0,0,1,0,0
V109483,GRIFFIN MILL GARAGES (SKODA & NISSAN),GRIFFIN MILLL GARAGES (SKODA & NISSAN),UNIT 7/8 SEVERN ROAD,TREFOREST INDUSTRIAL ESTATE,PONTYPRIDD,CF37 5YH,_01443 824380,0,0,0,1,0,0
1768A2,THOMAS COACHES,BUS DEPOT,ABERRHONDDA RD,,PORTH,CF39 0AG,_01443 681995,0,0,0,1,1,1
S000408,ALUN WILLIAM HUGHES & HUW BRETT MORGAN,57 - 60 ABERHONDDA ROAD,PORTH,,RHONDDA,CF39 OBB,_01443 681111,0,0,0,1,0,0
4640BJ,ATS EUROMASTER LTD,DOWLAIS IND EST,,,MERTHYR TYDFIL,CF47 2SR,_01685385872,0,0,0,1,0,0
75520,FAIRWATER GARAGE LTD,NORBURY RD,FAIRWATER,,CARDIFF,CF5 4AT,_02920553383,1,1,0,1,0,0
V104945,D G WEAVER LIMITED,TALBOT ROAD,TALBOT GREEN,,PONTYCLUN,CF72 8YB,_01443 233555,0,0,0,1,0,0
5874BM,PENALLTA MOTS AND SERVICING,UNIT 4 PENALLTA IND EST,EAST RD,YSTRAD MYNACH,HENGOED,CF82 7QZ,_01443816950,0,0,0,1,0,1
75536,W T MOTORS,55 GILFACH ST,,,BARGOED,CF82 8LS,_01443839091,0,0,0,1,0,0
V103027,M53 FORD,38 GREEN LANE,,,BIRKENHEAD,CH41 9FB,_0151 6501100,0,0,0,1,0,0
V100613,MANGANESE MOTORS,UNIT 4 BRECK PLACE,OFF BRECK ROAD,,WALLASEY,CH44 3BA,_0151 638 3999,0,0,0,1,0,0
V110275,KELVIN CAR & COMMERCIAL LTD,KELVIN ROAD,SEACOMBE,,WALLASEY,CH44 7DW,_0151 3454144,0,0,0,1,0,0
1ALD86,CURZON MOTOR CO LIMITED,CHARLES ROAD,,,HOYLAKE,CH47 2HF,_01516325757,0,0,0,1,0,0
V105760,CHELMSFORD AUDI,DUKES FARM DAIRY,DAIRY ROAD,SPRINGFIELD,CHELMSFORD,CM2 6BE,_01245 463700,0,0,0,1,0,0
12425,GATES OF HARLOW,EDINBURGH WAY,,,HARLOW,CM20 2EJ,_01279770588,0,0,0,1,1,1
8827BV,JOHN PEASE,MANOR STREET,,,BRAINTREE,CM7 6JJ,_01376550502,0,0,0,1,0,1
69255,J W GIBBS,20 SPRINGWOOD DRIVE,SPRINGWOOD INDUSTRIAL ESTATE,,BRAINTREE,CM7 7YN,_01376347658,0,0,0,1,0,0
1ALW05,WESTDRIVE,GALLEYS CORNER,BRAINTREE ROAD,,BRAINTREE,CM7 8GA,_01376344000,0,0,0,1,0,0
3176BH,MARSHALL BRAINTREE SEAT,GALLEYS CORNER,,BRAINTREE ROAD,BRAINTREE,CM7 8GA,_01376 346346,0,0,0,1,0,0
1ALJ93,SILVEREX ENGINEERS LIMITED,UNIT 2A,CHAPEL HILL,,BRAINTREE,CM7 8QT,_01376551624,1,1,0,0,0,0
66256,MARKHAM AND SMITH MOTOR ENGINEERS LTD,THE GROVE GARAGE,NEWLAND STREET,,WITHAM,CM8 2AT,_01376513272,0,0,0,1,0,0
V104910,KWIK - FIT,NEWLAND STREET,,,WITHAM,CM8 2AX,_01376521551,0,0,0,1,0,0
0604BU,GLYN HOPKIN RENAULT COLCHESTER,WIMPOLE ROAD,,,COLCHESTER,CO1 2BZ,_01206 603560,0,0,0,1,0,1
V105931,EAST HILL GARAGE,EAST BAY,,,COLCHESTER,CO1 2UH,_01206 864684,0,0,0,1,0,0
2642BC,SETYRES AND EXHAUST,WOODHALL BUSINESS PARK,EASTERN BY PASS,,SUDBURY,CO10 6WH,_01787880998,0,0,0,1,0,1
66653,BAY MOTORS,DEANS CLOSE,DOVERCOURT,,HARWICH,CO12 4JA,_01255502301,0,0,0,1,0,0
V105873,COASTAL CAR AND LEISURE,HOCKLEY BUSINESS CENTRE,VALLEY ROAD,,CLACTON ON SEA,CO15 4AG,_01255223764,0,0,0,1,1,1
S002481,V DUB SPARES,OAK BUSINESS PARK,WIX ROAD,CLACTON ON SEA,ESSEX,CO16 OAT,_01255 863198,0,0,0,1,0,0
6842B9,UNDERWOODS OF COLCHESTER,SCOTTS CORNER,IPSWICH ROAD,,COLCHESTER,CO4 4HS,_01206844422,0,0,0,1,0,0
4299B8,UNDERWOODS PEUGEOT COLCHESTER,LANCASTER HOUSE,SEVERALLS LANE,,COLCHESTER,CO4 9HR,_01206 844429,0,0,0,1,0,0
1ALL92,BARRETTS HONDA,VAUXHALL ROAD,,,CANTERBURY,CT1 1HA,_01227866266,0,0,0,1,0,0
S001643,Coombe Valley MOT Centre Limited,Unit 1,Primrose Ind Estate,Coombe Valley Road,Dover Kent,CT17 OUP,_01304 809801,0,0,0,1,0,1
6539A9,CHERITON MOTOR COMPANY,VICTORIA MEWS,CHRISTCHURCH ROAD,,FOLKESTONE,CT20 2ST,_01303249239,0,0,0,1,0,0
V102005,Anderson Tyre Services,Unit 5 Plot B,Sparrows Way,Lakes View Ind Business Park,Hersden Canterbury,CT3 4JQ,_01227 711663,0,0,0,1,0,0
1AKX03,KWIK-FIT,401-403 FOLESHILL ROAD,,,COVENTRY,CV1 4NY,_02476251747,0,0,0,1,0,0
V105797,SKY BLUE GARAGE,17 LYTHALLS LANE INDUSTRIAL ESTATE,,FOLESHILL,COVENTRY,CV6 6FJ,_02476 663300,0,0,0,1,0,0
7318B0,MEL'S AUTOCENTRE,LUDFORD STREET GARAGE,51 LUDFORD STREET,,CREWE,CW1 2NF,_01270 588311,0,0,0,1,0,0
0384B7,FREE IDEAS LIMITED,OLD STATION,CREWE ROAD,WHEELOCK,SANDBACH,CW11 0QG,_01270768386,0,0,0,1,0,0
V103818,KWIK - FIT,12 CHESTERWAY,,,NORTHWICH,CW9 5JT,_01606330166,0,0,0,1,0,0
S001433,SK MOT TESTING CENTRE LIMITED,REAR OF 4 - 12 PERRY STREET,LANDSDOWN PLACE,NORTHFLEET,KENT,DA11 7QU,_07969 845951,0,0,0,1,1,1
V104012,RIVERSIDE MOT CENTRE,RIVERSIDE MOT CENTRE,UNITS B4 AND B8 LION BUSINESS PARK,DERING WAY,GRAVESEND,DA12 2DX,_01474 533533,1,1,0,1,1,1
8610AV,HILLTOWN MOTORS,DONS ROAD,,,DUNDEE,DD1 9AS,_01382228758,0,0,0,1,0,0
3214AU,ROBBIES GARAGE,9 DISHLANDTOWN STREET,,,ARBROATH,DD11 9QX,_01241872129,0,0,0,1,0,0
V107834,DUNDEE CITY COUNCIL,34 HAREFIELD ROAD,,,DUNDEE,DD2 3JX,_01382 434773,0,0,0,1,1,1
S002190,ATS EUROMASTER LIMITED,QUEENSWELL ROAD,,,FORFAR,DD3 8HZ,_01307 464501,0,0,0,1,0,0
1ALM02,STRUAN TOYOTA,CLAVERHOUSE BUSINESS PARK,FORFAR ROAD,,DUNDEE,DD4 9BZ,_01382868788,0,0,0,1,0,1
V108658,CARNOUSTIE TYRES,CARNOUSTIE TYRES,100 BARRY ROAD,,CARNOUSTIE,DD7 6QU,_01241 856666,0,0,0,1,0,0
S000213,EDEN TYRE SALES LIMITED,UNITS 4 - 6,ALBION GATEWAY,DERBY ROAD,BURTON ON TRENT,DE13 OBH,_01283 245500,0,0,0,1,1,1
V110530,STRATSTONE BMW DERBY,UNIT 3 EAGLE PARK,ALFRETON ROAD,,DERBY,DE21 4AE,_07970 311293,0,0,0,1,0,0
1ALI22,BRISTOL STREET MOTORS DERBY,NISSAN RENAULT,SIR FRANK WHITTLE WAY,,DERBY,DE21 4PB,_01332375300,0,0,0,1,0,1
1ALI20,SKODA-VOLVO DERBY,SIR FRANK WHITTLE ROAD,,,DERBY,DE21 4PB,_01332375300,0,0,0,1,0,0
1ALI19,BRISTOL STREET MOTORS DERBY,NISSAN GARAGE,SIR FRANK WHITTLE ROAD,,DERBY,DE21 4PB,_01332375300,0,0,0,1,0,0
1661BB,CLIFMERE 2003 LIMITED,ELTON ROAD,,,DERBY,DE24 8EQ,_01332345138,1,1,0,1,1,1
8950AN,BAKEWELL MOT CENTRE LIMITED,STATION YARD,,,BAKEWELL,DE4 1GE,_01629815321,1,1,1,1,1,1
V110336,TWO DALES GARAGE,UNIT 2 LADYGROVE MILL,TWO DALES,,MATLOCK,DE4 2FH,_01629 258250,0,0,0,1,0,1
37003,HIGH STREET AUTO CENTRE LTD,HIGH STREET,TIBSHELF,,ALFRETON,DE5 5NU,_01773875015,0,0,0,1,0,0
3763B1,DOVE'S GARAGES LTD,HIGH STREET,MELBOURNE,,DERBYSHIRE,DE73 1GJ,_01332862123,0,0,0,1,0,0
1ALP93,ARNOLD CLARK,MAIN ROAD,LOCHARBRIGGS,,DUMFRIES,DG1 1SB,_01387711550,0,0,0,1,0,0
1ALA02,DOWNSWAY GARAGE,DOWNSWAY INDUSTRIAL ESTATE,TINWALD DOWNS ROAD,HEATHHALL,DUMFRIES,DG1 3QL,_01387266000,0,0,0,1,0,0
S000797,KWIK FIT,UNIT 1,ST ANDREWS TRADE PARK,,DURHAM,DH1 2QX,_01913869088,0,0,0,1,1,1
1ALA71,DURHAM TYRE CENTRE,DRAGONVILLE INDUSTRIAL ESTATE,RENNYS LANE,,DURHAM,DH1 2RQ,_01913860295,0,0,0,1,0,0
V105627,STRATSTONE JAGUAR HOUGHTON LE SPRING,STONEY GATE,,,HOUGHTON LE SPRING,DH4 4NJ,_0191 5123500,0,0,0,1,0,0
28649,COATES GARAGE,SCORTON,,,RICHMOND,DL10 6AF,_01748811349,0,0,0,1,0,0
0805B3,A E ALDERSON GARAGE SERVICES,NEWGATE GARAGE,,,BARNARD CASTLE,DL12 8NH,_01833638504,0,0,0,1,1,1
V103474,BODYWORK DIRECT LTD,BEECHBURN INDUSTRIAL ESTATE,PROSPECT ROAD,,CROOK,DL15 8JN,_01388 762828,0,0,0,1,0,0
3489A6,SLAKE TERRACE GARAGE,SLAKE TERRACE,WEST CORNFORTH,,SPENNYMOOR,DL17 9JD,_01740654761,0,0,0,1,0,0
1ALX63,BURTREE AUTO REPAIR CENTRE LTD,UTILITIES HOUSE,WHESSOE ROAD,,DARLINGTON,DL3 0XJ,_01325381275,0,0,0,1,1,1
1ALE58,THE TICKHILL TEST CENTRE,APY HILL LANE,TICKHILL,,DONCASTER,DN11 9PD,_01302759797,0,0,0,1,0,0
V101822,KWIK - FIT,142 - 148 BOOTHFERRY ROAD,,,GOOLE,DN14 6AF,_01405780260,0,0,0,1,0,0
V109857,R A FORRESTER SERVICE CENTRE,JENNIFER WORKS,PRIMROSE STREET,,GAINSBOROUGH,DN21 1HU,_01427 810300,0,0,0,1,0,1
7951AK,NATIONAL TYRES & AUTOCARE,337/359 CLEETHORPE ROAD,,,GRIMSBY,DN31 3AB,_01472353076,0,0,0,1,0,0
58928,IMMINGHAM MOTORS,PO BOX 35,STALLINGBOROUGH,,IMMINGHAM,DN40 1PS,_01469573677,0,0,0,1,0,0
5423BF,SYD PLUMB MOT LIMITED,GREEN LANE,SCAWTHORPE,,DONCASTER,DN5 7UU,_01302729398,0,0,0,1,0,0
1591BJ,SCAWSBY MOT CENTRE,BARNSLEY ROAD,SCAWSBY,,DONCASTER,DN5 8RF,_01302 786853,0,0,0,1,0,0
8249BC,DUDLEY MOTOR COMPANY,TRINDLE ROAD,,,DUDLEY,DY2 7AY,_01384 454100,0,0,0,1,1,1
55040,R S MOTORS,UNIT 4B CONEYGRE INDUSTRIAL ESTATE,BIRMINGHAM NEW ROAD,,TIPTON,DY4 8XT,_01215207685,0,0,0,1,0,1
55201,MARTIN AND GRIFFITHS (KINGSWINFORD) LTD,BUILDING 22,UNIT 9 FIRST AVENUE,PENSNETT TRADING ESTATE,KINGSWINFORD,DY6 7PP,_01384 294808,0,0,0,1,0,0
54843,SMITHS OF LYE GARAGES,ENGINE LANE,LYE,,STOURBRIDGE,DY9 7AL,_01384 422025,0,0,0,1,0,0
V100448,KINGS FLEET AUTO MECHANICAL SERVICE CENTRE,PROVIDENCE STREET,LYE,,STOURBRIDGE,DY9 8HW,_01384 897050,0,0,0,1,0,0
V108541,R S AUTOS,UNIT 10A GLOBE WORKS,STOUR VALE ROAD,LYE,STOURBRIDGE,DY9 8QB,_07540 155277,0,0,0,1,0,1
23960,AUTOGOLD SERVICES LTD,200 BARNARDO STREET,COMMERCIAL ROAD,,LONDON,E1 9HD,_02077900085,0,0,0,1,0,0
1ALU80,KWIK FIT,225 - 227 LEA BRIDGE ROAD,LEYTON,,LONDON,E10 7NA,_02085391137,0,0,0,1,0,0
8080BV,LONDON BOROUGH OF TOWER HAMLETS,TRANSPORT SERVICES UNIT,1 SILVOCEA WAY,BLACKWALL,LONDON,E14 0JJ,_0207 364 1069,0,0,0,1,0,1
8644BH,SAM WOOD MOT,376-377 BLOUNT STREET,STEPNEY,,LONDON,E14 7RN,_02077901020,0,0,0,1,0,0
V104831,MB STRATFORD,UNIT 4,RICK ROBERTS WAY,,STRATFORD,E15 2NG,_07768835496,0,0,0,1,1,1
8684B0,BEDEVINOS MOT,181-184 BURDETT ROAD,,,LONDON,E3 4JP,_02089801917,0,0,0,1,0,0
7485AJ,HOPE GARAGE,ARCH 442,BEHIND HACKNEY DOWN RAILWAY,DALSTON LANE,LONDON,E8 1LZ,_02089855776,0,0,0,1,0,0
2556BP,WEST END GARAGE,4 CULTINS ROAD,WEST WAY PARK,,EDINBURGH,EH11 4DR,_01314532244,0,0,0,1,0,0
V106631,JEMCA TOYOTA ENFIELD,LUMINAR PARK,GREAT CAMBRIDGE ROAD,,ENFIELD,EN1 1FB,_02083630146,0,0,0,1,0,0
